고유번호,프로젝트,지역,주소,시도,시군구,읍면동,지역2,지구,용도,대지면적,건축면적,연면적,건폐율,용적률,지상층수,지하층수,구조,내부마감,외부마감,설계개념
B-01674,광주 통나무 주택,경기,경기 광주시 광주읍 역리 136-45,경기,광주시,광주읍 역리 136-45,준주거지역,시설보호지구,단독주택,763,90.99,111.29,11.9,14.6,2,0,목구조,통나무,목재,1층 면적 / 90.99<br>2층 다락방 면적 / 20.3<br>
B-01685,분당 L 주댁,경기,경기 성남시 분당구 분당동 180-5,경기,성남시,분당구 분당동 180-5,도시지역,개발진흥지구,단독주택,233.8,108.37,141.42,46.35,60.48,2,0,목구조,,페인트,
B-02040,평창동 P 주택,서울,서울 종로구 평창동  496-2,서울,종로구,평창동  496-2,주거지역,경관지구,단독주택,756,231.18,480.73,30.58,36.63,2,1,철근콘크리트조,,,"벽식과 가구식을 혼합한 목조하이브리드  90년대 이후 건축은 물성에 대한 관심이 높아져 건축의 외벽면에 목재, 금속 등을 적용하기 시작했다. 이 재료들은 경골목구조나 경량철골이 만드는 건식공법으로 구현되는 마감방법이다. 건식공법은 산업화를 배경으로 재료사용의 최소화, 공사 중 폐기물 발생의 최소화, 현장작업자들을 위한 공법 등 기술의 경제적, 환경적, 사회적인 측면이 건축공법에 반영된 것이다. 하지만 국내에서는 목재나 금속이 여전히 콘크리트 위에 붙여지는 마감재로 인식되어 건식공법으로 진화하지 못했다. 우리 건축이 물성을 이야기하지만 여전히 시지각주의적인 전통에 머물러 있기 때문이라는 생각이 든다. 솔토건축은 1998년 이래 경골목구조와 중목구조, 철근콘크리트구조를 도시, 프로그램 또는 구축의 맥락에 따라 혼합해 사용하는 하이브리드 공간을 실험해 오고 있다. 현대목구조기술에 기반을 두어 우리의 생활문화와 환경, 도시적 맥락과 조우하면서 새로운 유형의 건축형식을 만드는 과정이었다. 이 집은 마당에 면한 지하층과 1층은 철근콘크리트구조, 1층의 일부와 2층은 경골목구조와 중목구조를 혼합했다. 최근 두 작업에서 경골목구조로 지붕과 외벽을 만들고 깊은 평면의 내부를 중목구조로 하는 작업을 했다. 내부공간의 성격 즉, 한옥에서와 같은 가변성에 주목했기 때문이다. 경골목구조가 생물의 껍질처럼 외부를 이루고 있다면 기둥보 형식의 중목구조는 내부공간의 질과 벽으로부터 해방된 자유로운 평면을 만든다. 이 집은 단순하고 두터운 직사각형의 평면을 가지고 있다. 우리는 이 작업을 통해서 성능이 뛰어난 기능적인 외벽과 가변적인 내부공간을 만드는 두 가지의 목표를 실천하고 있다. 첫째는 마치 보자기를 쌓듯이 구조와 단열벽, 방수지 마감재로 되어 있는 경골목구조 외피를 구성하는 것이다. 둘째는 내부 전체를 기둥보 구조로 구성된 가변적인 공간으로 만드는 작업이다. 네 모서리에서 모아져 올라오는 가운데 지점에 네 개의 기둥을 세우고 이곳에서 각 지점으로 보를 보내구조를 완성하는 것이다.    두터운 평면과 지붕  평창동은 북한산 줄기가 이어져 내려와 생긴 지형이기 때문에 주거지로서는 비교적 급한 경사지를 이루고 있다. 비교적 큰 필지의 고급주거지로 인식되고 있지만 대부분의 집들은 높은 옹벽이 만드는 패쇄적인 구성으로, 마을로서의 공공성을 발견하기 어려운 곳이다. 평창동P주택은 50대 초반의 부부와 대학생인 딸을 위한 집이다. 이전 집도 평창동 내에 있었는데 이름 있는 건축가가 설계한 집이었다. 하지만 이번 집에서는 따듯함과 편안함 같은 보편성과 보다 많은 자신들의 의견이 반영되기를 희망했다. 대지는 후면의 접근도로와 마당의 레벨차가 8m에 이른다. 단정한 안마당을 만들기 위해 둔 담장은 도로에 면한 삼각형의 외부 정원을 만들어, 좁은 4m도로에서 공공에 기여하는 역할을 한다. 집은 안마당과 바깥마당 사이에 위치하며 직사각형 형태의 두터운 평면으로 구성된다. 우리는 집을 어떻게 정의할 것인가. 집이 거주하는 장소라면, 전통적인 거주의 의미가 희미해진 현대인들에게 집이란 어떤 것이어야 하는가. 단순하고 두터운 이 불확정적인 공간은 이 집의 주인들에게 스스로 확정해 나가도록 주어진 공간이다. 각각의 영역은 분절된 지붕의 형태에 의해서만 성격이 지워 진다."
B-02061,아트원씨어터,서울,서울 종로구 동숭동  1-181,서울,종로구,동숭동  1-181,주거지역,미관지구,근린생활시설,556.9,276.48,1851.82,49.65,219.91,5,2,철근콘크리트조,,타일,"Concept  대학로에서 소극장은 특별한 의미를 갖는다. 서울시는 이러한 점을 이용해 장소성이라는 이름 하에 문화인프라 형성을 위한 문화지구로 관리하고 있다. 건물에 공연장을 설치하면 건축물 높이를 완화할 수 있도록 설계에도 인센티브가 주어지며, 재산세도 감면해 주는 것이다. 이러한 정책은 공연장 보급에 도움이 되기도 했지만 양적 팽창으로 형성된 소극장 인프라는 결국 본질적인 대학로 연극 발전에 문제를 일으킨다. 건물 주인의 상업적 목적에 의해 기존 상가에 공연장이 추가로 설치되는 경우가 대부분이기에 제대로 시설을 갖춘 극장은 10개에도 미치지 않는다. 예전의 관객은 불편함을 감수하면서도 연극의 즐거움을 찾으려고 했지만 21세기의 관객은 불편함의 미덕을 발휘하지 않는다. 오히려 미덕을 기대하는 것이 이상할 것이다. 객석 100개의 극장조차 화장실이 없다. 있어도 변기와 소변기 하나씩이 전부이니 당연히 휴게실도 없다. 좁은 공간에 최대한의 객석을 만들면서 비좁은 좌석은 대학로 연극의 상징이 됐다. 상징까지도 좋다만, 불이라도 나면 정말 큰일이다. 배우도 복도에서 분장하는 것이 익숙하다. 그렇다고 건축주가 투자를 많이 해서 임대료가 비싸지면 연극배우들이 설 무대가 없어진다. 아직까지는 연극에서 수익성을 기대하는 것은 무리다. 정부에서 운영하는 저렴한 임대료에 시설 좋은 극장들이 대학로에 보급되고는 있으나 대부분 실험 연극이 자리를 잡아 대중적이지 못하다. 과연 건물주와 공연 단체, 관객 모두가 충족할 수 있는 적정선이 있을까?   Client  건축주의 도움이 없이는 아무 것도 얻을 수 없다. 대학로 연극의 발전을 위해 희생하라는 것은 말도 안 된다. 개인이 정부도 아니고 당연히 계산기를 두드릴 수밖에 없다. 사업성을 극대화하면서도 연극 발전에 도움이 되면 누구나 시도할 수 있을 것이다. 우선 건축주와 건축가가 머리를 맞대고 같이 방법을 찾아보자. 이러한 진심에 건축주는 감동하면서 의사라는 직업을 그만두고 이 작업에 매진하기로 했다. 하지만 생각보다 오래 걸렸다. 6개월, 1년, 1년 6개월 동안 기본 콘셉트만 잡았다. 건축가의 기본안이 나오면 건축주는 항상 계산기를 두들겼다. 그럴 때마다 대학로 연극 발전을 운운한 건축가 자신을 탓하면 또 기본안을 내놓았다. 매일 사무실에 찾아와 진짜 하루 종일 머리를 맞댔다. 건축주가 건축가보다 설계에 더 열성이었다. 기본설계가 끝나고 실시설계에 돌입했다. 1층만 상가로 하고 나머지는 모두 공연장으로 설계한다. 지하 400석 1관, 2층 휴게실, 3·4층 300석 2관, 4층 Black box 다목적 극장, 그리고 옥상정원으로 배치했다.  Box 3개  기본만 해달라는 소박한 꿈을 꾼다. 배우 동선이 충분한 무대, 무대의 깊이를 만드는 측무대, 분장실, 준비실, 화장실, 적당한 좌석, 조명, 음향, 휴게실. 군더더기 없이 꼭 필요한 것만 만들고자 했다. 작은 공간에 유기적으로 배치를 해결하는 것도 쉽지 않기에 디자인은 과욕이다. 복잡한 기능들이 한 박스 안에서 유기적으로 움직인다. 쓸데없는 공간은 없다. 이것이 디자인 콘셉트다. 이로써 합리적인 건축을 완성한다."
B-02064,오로라 빌딩,서울,서울 강남구 삼성동  120-12,서울,강남구,삼성동  120-12,기타지역,취락지구,근린생활시설,551.3,270.57,2303.36,49.35,247.95,7,3,철근콘크리트조,,유리,"움직임(動)  “사람의 존재로 인해 의미를 가지는 건물(과그공간조직)은 의도적이건 의도적이지 않건, 그리고 어떠한(확장적또는제한적) 형태이건 사람의 움직임을 연출한다. 이러한 관점에서 보면 건물은 사람의 움직임이 연출 되어지고 보여지는 거대한 무대 장치이다. 그리고 이 무대 장치를 통해 사람들은 스스로 배우가 되고 관객이 된다. 여기에서 공간은 움직임의 안무(choreograph를y)담당하는 연출자이며, 건물의 평면은 각본이다.”최윤경 <사회와건축공간>  1. 2006년 가을, 앞서 설계한 엠파이어 빌딩에 만족한 건축주가 재차 설계를 의뢰했다. 삼성로에서 눈에 띄는 독특한 형태을갖췄으면 좋겠다는 것이 요구의 전부였다. 소규모 오피스빌딩은 경제성과 효율성 때문에 최소한의 코어와 집약된 동선이 요구되며, 움직임은 최소한으로 조장되어져 공간은 건조해진다. 독특한 모양보다 오피스 빌딩의 건조한 공간에서 벗어나는 독특한 공간을 생각하며 디자인했다.  2. 주된 개념은 움직임(動)이며, 목적은 살아있는(生) 공간을 만드는 것 이었다. 그 첫번째 장치는 분리된 코어다. 코어의 분리와 리드미컬한 브리지의 배치로 위요된 중정을 만들고, 그 중정을 통해 자연(시시각각 변하는 햇빛과 바람그리고수목)의변화를 건물 내부로 끌어들임으로써 움직임은 더욱 풍성해지고 공간은 살아있게 된다. 중정에 서면 건물내의 모든 움직임이 감지된다. 바람에 움직이는 자연, 사무실에서 움직이는 사람들, 브리지를 걷는 사람, 계단을 오르내리는 사람등등. 계단을 오르고 브리지를 건너며 끊임없이 변화되는 외부의 풍경과 마주치는 사람들을 통해 또 다른 움직임을 느끼고, 그 또한 움직임 중 하나가 된다. 또 하나는 비틀린 매스다. 공간에 대한 목적과 그에 따른 해를 구한뒤, 매스로도 그것을 표현하고자 했다. 움직임이 주제였기 때문에 실제로 움직이는 듯한 형태는 자연스럽게 도출됐다. 다만, 쌓여진 매스가 각각 따로 움직이는 것 같은 형태를 갖게 하기 위해서 매스간에 서로 겹쳐지지 않도록 디테일을 풀고 구조를 해결하는 것에 어려움이 따랐다. 심리적 환경과 움직임(生)의 장치로는 대나무를 도입했다. 매스 덩어리 마다있는 대나무는 바람에 따라 언제나 움직이고있다.  3. 동북향으로 열려있는대지의 남측 부지(현재 세차장)에 건물이 들어섰을 때를 가정하며 그에 따른 환경적인 측면즉, 남향의일조, 자연통풍, 휴게녹지(정원) 등의 조건을 살릴 수 있는 친환경적 건물을 구현하고자 했다. 일조와 환기를 고려하여 코어를 벌리고, 다시 코어를 이격시켜 공간을 만듦으로써 충분한 일조를 유입시키고 자연을 담고있는 공간을 만들 수 있었다. 아울러 지하층에는 환경을 고려하여 썬큰과 벽천을 도입했다."
B-02082,주니어 유 스튜디오,서울,서울 강남구 청담동  81-6,서울,강남구,청담동  81-6,도시지역,경관지구,근린생활시설,274.9,157.51,677.74,57.29,71.04,4,1,철근콘크리트조,"강화마루, 자동수평몰탈 에폭시코팅",노출콘크리트,"건축주는 주니어를 위주로 하는 사진 스튜디오를 새롭게 구상하면서 독창적인 건물을 원했다. 자연채광을 활용한 촬영을 많이 하기 때문에 빛에 대한 고려가 우선시돼야 했고, 각 층별로 사진 작업의 배경이 될 수 있는 외부공간이 필요했다. 제한된 법규의 한도 내에서 최대한의 연면적을 확보해야 하는 것은 물론이고, 빠르게 변해가는 도시에서 변화에 발 빠르게 대응할 수 있는 공간적 융통성도 요구됐다. 최소한의 코어로 기능을 해결하고 가변적인 기능을 반영해야 했으며, 필요로 하는 면적과 프로그램들을 고려하여 공간적으로 풍부한 오픈 스페이스를 만드는 것은 쉽지 않은 상황이었다.  스튜디오와 아이를 번갈아 생각하다가, 카메라의 구조와 레고 블록에서 힌트를 얻었다. 카메라의 기능들을 은유적으로 적용하여 내외부의 공간을 구성하고, 그것의 형태적 이미지는 레고 블록같이 아이들에게 친근감을 줄 수 있는 모양을 떠올렸다. 우선 주어진 피사체를 담을 수 있는 단순한 상자를 구상한다. 그것은 스튜디오의 기능을 담는 가장 기본적이고 단순한 형태이기도 하다. 일조권이나 도로의 사선제한을 의식해 상자를 둘로 나눈 후, 북쪽의 상자는 땅에 내려놓고 다른 하나는 들어 올린다. 각각의 상자 사이에는 투명한 유리 상자를 끼워 넣었는데, 그것은 외부적으로 각각의 상자를 분리하는 역할을 하고 내부적으로는 상자 속의 공간을 서로 연결하는 기능을 한다.  지면과 맞닿아 있는 상자의 전면으로 건물의 주진입이 이루어지며, 들어 올려진 상자 하부에 끼운 투명한 유리 상자를 통해 스튜디오 내부의 풍경을 외부에 보여주기도 한다. 각각의 상자들은 내외부의 기능들을 반영하여 부분적으로 파내고 덜어내어 창문과 오픈 스페이스를 갖도록 한다. 그것은 전면도로에서의 주진입 현관과 주차장의 기능을 하고, 지하에서는 선큰 공간으로, 각 층에서는 발코니와 마당 등의 외부공간이 되기도 하며, 지붕들은 테라스나 옥상정원이 된다. 이러한 외부공간들은 빛을 받아들이는 기능 외에도 각 층에서 실내공간의 확장된 영역으로 사용되며, 사진작업을 할 때 다양한 공간을 연출하는 데 효과적일 것이다.  상자의 외부는 따뜻하고 깨끗한 백색의 노출 콘크리트로 마감하고, 내부 또한 백색을 주조색으로 사용했다. 건축적 요소들은 스튜디오의 변화무쌍한 화면들의 변화를 담을 수 있는 최소한의 배경으로만 존재하면 충분하기 때문이다."
B-02094,풍경재,서울,서울 종로구 신교동  2-48,서울,종로구,신교동  2-48,농립지역,경관지구,단독주택,228,148.5,,,,0,0,,,기타 판넬,"풍경재로 이름 붙여진 이곳은 산을 좋아하고 서울의 한녘에서 자연과 소통하고 싶어하는 건축주와 닮은 장소이다. 독창적이고 한국적인 배치를 고려한, 마치 매일의 삶을 작품처럼 전시하는 갤러리와도 같은 공간이지만 어쩐지 주위와 닮아 있다는 느낌은 이곳에 이미 구축된 공간적 에너지와 환경을 품고 있기 때문인 듯하다. 공원 지역이면서 개발제한 지역인 이곳에 지극히 제한적인 한계를 극복한 리모델링 프로젝트라는 점에 주목할 만하다.  살아 있는 것, 이미 존재하는 것, 구축되고 축적된 모든 시간을 들여다보고 이곳에 만들어지는 조형 덩어리로서의 공간은 그들이 머무르고 지나치며 함께 존재하는 시간의 기억을 담는 그릇으로 표현되어야 한다. 공간은 결코 홀로 존재하지 않는 소통의 영역으로, 이 주택은 유기적 질서가 관찰된 적극적인 커뮤니케이션 공간이다.  구축과 비구축 사이에 존재하는 그릇의 역할로서 중성적 영역의 조절자인이 공간은 기능적 공간과 비기능적 공간, 안과밖 경계장치 사이의 관계를 상호작용적 관점에서 넘나들고 있다. 또한 자연을 품고 축의 개입으로 중심축을 변화시킨 공간이 가지고 있는 기능적, 비기능적 밀도 조절을 통해 제한적인 공간에 확장 가능성을 제시하였다. 서로 소통하지만 기능적으로 분리되고, 분리된 듯하지만 때로는 모든 환경과 소통하는 전통적 공간의 사회적이고 환경적인 배치 방법과 패턴은 이 공간에서 삶을 영위하는 공간 지배자에게 스스로 선택할 수 있는 탄력적 생활패턴 을 제공한다.  공간을 서로 구분시키지 않고 각 공간 사이에 존재하는 수많은 레이어에 담겨 있는 사건과 상황을 함께 공유하고 담아내는 것이 살아 있는 진정한 공간의 모습이 아닌가. 비구축적인 포괄적 환경을 담아내며 그것과 관계하는 조형물로서 구축된 공간은 건축주와 공간 연출가가 무엇을 관찰하고 어떤 삶의 패턴을 선택하는지에 따라 변이되고 진화할 것이다."
B-02128,변명,서울,서울 종로구 평창동,서울,종로구,평창동,도시지역,취락지구,단독주택,732.73,152.97,292.33,20.88,29.32,2,1,철근콘크리트조,,알루미늄 판넬,"평창동 주택가의 꼭대기 북한산 자락에 궁금증을 자아내는 건물이 한 채 들어섰다. 이곳은 장마철이면 북한산 계류가 폭포처럼 넘쳐서 평창동의 등산로와 도로, 주택가에까지 물이 넘쳐 흐르던 곳이었다. 물이 모이는 그곳에 하늘에서 커다란 유성 하나가 뚝 떨어져 박혀서, 천기로부터 마을을 보호하는 장승과 같은 건물이 되고 싶었다고 한다.  도로 쪽으로는 건축주의 프라이버시 보호를 위해, 육중한 콘크리트 매스 가입을 굳게 다물고 있다. 충돌에 의해 갈라진 듯한 창문은 내부에 대한 궁금증을 더욱 유발시킬 뿐이다. 유일하게 손을 내밀고 있는 외부 계단을 따라 올라가면 숨겨진 현관문이 나온다. 현관에 들어서 한 번 더 계단을 오르면 1층에 넓게 트인 거실과 주방이 나오며, 비로소 숨겨진 비밀의 정원이 동시에 공개된다. 거실에서 데크로 연결된 외부공간은 말 그대로 청산유수, 무릉도원이다. 바위와 계곡, 나무가 있고, 나무에는 그네가 매달려 있으며 다람쥐가 놀러온다. 무뚝뚝한 돌담장 대신 키가 큰 대나무로 담장을 쳐서, 산 쪽에서 바라보면 집이 분지 한 가운데 위치해 온통 산으로 둘러싸인 느낌을 준다.   산 속에서 지층이 갈라져 어긋나 있는 단층처럼 내부공간은 수직적으로 나누어진 공간이 어긋나 있어 1층과 2층 사이에 중층, 그 아래 지하층 공간이 맞물려 있다. 전면 오픈된 1층과 2층에 비해 상대적으로 빛이 덜 들어오는 중층은 아늑한 느낌을 주며 건축주의 서재 겸 휴식공간의 역할을 한다. 공간의 모서리 틈 사이 간접조명은 지그재그 모양의 빛의 라인을 만들어 공간의 역동성을 더했다. 갤러리로 사용될지하층은 아직 공사중이며, 2층으로 올라가면 거실과 마찬가지로 전면이 트여 있는 침실이 나온다. 침실에서는 사방의 자연을 모두 볼 수 있고, 특히 천창의 프레임 안으로 북한산의 형제봉이 한 폭의 그림처럼 들어온다. 침실에서 무언의 메시지를 전하고 있는 계단을 따라 올라가면 옥상 데크가 펼쳐져 있고, 평창동 꼭대기에 위치한 덕분에 주택가 전경이 한눈에 들어온다. 옥상 한편에는 월풀 욕조가 마련되어 있어 후면 정원을 바라보며 무릉도원의 신선놀음을 하기에 제격이다.  김석소장은 “건축과 인테리어와 예술은 ‘부끄러운 변명’이다. 이미했지만, 하지 않았다면 하는, 그런 첫사랑의 고백 같은것이다.”라고 건물의 이름을 ‘변명’이라고 붙인 것에 대해 설명했다. 건물의 영문 이름 ‘The pianowas drinking, not  me.’는 디자인을 전공하는 건축주의 딸이 지었는데, 굳이 직역해서 그 의미를 해석할 필요는 없다고 한다. 그래도 심오한 의미가 숨겨져 있을 것만 같아 궁금증을 자아내게 하는 그 이름은, 건물 안의 숨겨진 공간을 공개하길 꺼려 궁금증을 유발시킨 건물의 첫인상과 닮아 있다."
B-02149,농협중앙회 중앙본부 신관,서울,서울 중구 충정로1가 85,서울,중구 충,정로1가 85,도시지역,,업무시설,3717.4,2142.68,47257.69,57.64,797.07,21,6,철골조,,유리,"신관이 준공되기 이전의 서대문 사거리에는 농협 구관이 자리 잡고 있었으며, 그 뒤편으로 2005년도에 완공된 농협중앙회 중앙본부가 자리 잡고 있었다. 이번 농협중앙회 중앙본부 신관 프로젝트는 기존 농협구관을 철거하고 그 자리에 14,000평 규모의 신관을 신축하는 것으로 신관이 준공되면서 주변의 농협 별관, 농협중앙본부와 함께 농협타운을 완성하게 되었다. 농협중앙회 신관은 서울시 중구 의주로에 위치한 건축물로서 자연친화적인 Green Building을 목표로‘ Nature, Harmony, Culture, Future’의 4가지 키워드를 바탕으로 계획되었다. 농협의 상징성을 농협 신관에서 도시와 농촌을 연결하는 매개체로서의 이미지로 표현하고자 하였다. 즉, 21세기 신 농자천하지대본을 확립하는 의미에서 첨단화된 기술력과 결합된 농업의 이미지를 살리고자 글라스 커튼월과 역동적인 사선을 사용한 첨단 건물로 계획함과 동시에 도시에 자연의 바람을 불어넣는 친환경적인 건물이 되도록 하였다. 도시생태를 고려한 Green 네트워크를 기본방향으로 주변 광장, 소광장의 연계와 34층의 옥상정원, 옥탑 조경, 9, 13, 17층의 Green Atrium 계획을 통해 다양한 친환경 기술과 디자인을 융합하였다. 설비 계획으로는 태양열 급탕 시스템, 우수와 중수 재활용, 지열히트펌프 시스템, 태양광발전시스템이 사용되었다. 더 나아가 LCC 분석에 의한 시스템이 선정되었고, 에너지 자동 관리 시스템도 도입되었다. 또한 환경을 고려한 설계 개념을 적용하여 에너지 절감, 환경부하 절감, 자원보호 및 각종 유지관리비용 절감을 통해 친환경건축물 우수인증을 획득하였고, 쾌적하고 안전하며 친환경적으로 지속 가능한 지능형 건축물 인증 2등급 획득 및 구내 정보통신 설비를 갖춰 초고속 정보통신 건물 인증 2등급을 획득하였다. 글: 정영균, 사진: 박완순"
B-02226,파고다어학원 종로타워,서울,서울 종로구 관철동 5-13외 7필지,서울,종로구,관철동 5-13외 7필지,주거지역,경관지구,문화및집회시설,940.23,534.75,7346.68,0.57,567.84,15,3,철골조,"자기질타일, 고흥석 물갈기, 보강블럭치장쌓기, 친환경수성페인트",유리,"복개와 복원을 거치며 서울의 새로운 명소가 된 청계천의 초입 즈음에서 밝은 <파고다어학원 종로타워>가 한국 마천루의 원조격인 검고 묵직한 삼일빌딩과 대비를 이루며 청계천변의 새로운 도시 풍경을 연출하고 있다. <파고다어학원 종로타워>는 내부 공간을 보호하는 유리 커튼월과 이 커튼월을 감싸며 빛과 풍경을 필터링하고 다채로운 도시 풍경을 연출하는 금속 수평 루버의 두 개의 켜로 이루어져 있다. 특히, 수평 루버는 내부 공간에 충분한 빛과 전망을 제공하며, 보는 각도에 따라 달라지는 다이내믹한 외관을 만든다. 이는 어학원을 운영하는 건축주의 교육관에 따라 피어나는 꽃의 형상을 갖는 유기적인 형태로서 시작되었으며, 부정형 매스와 자유 곡면을 조형적 요소로 활용하여 까다로운 대지 조건, 사선제한, 그리고 공개공지 확보 등의 난해한 문제를 재미있게 풀어낸 좋은 사례이다. 공사 중 출토된 조선시대 집 터를 비롯한 유물을 원형 그대로 보존하며 전시하는 지하 2층의 전시장은 도심 건물에서 접할 수 없는 색다른 풍경으로 <파고다어학원>만의 이미지를 만들어 내고 있다. 학습 시스템에 따라 소 강의실과 중ㆍ대형 강의실, 영어와 일본어, 일대일 심화학습 공간 등 체계적으로 구분된 수직 조닝은 관리와 운영의 편의성뿐만 아니라 수강생의 면학분위기 조성을 강화시켜줄 것이다. 또한, 3층, 14층에 마련된 옥외 테라스와 휴게 공간은 청계천으로 대표되는 외부 공간을 자연스럽게 내부로 유입하는 자연 친화적 공간으로, 층별로 색다른 테마를 적용한 화장실과 함께 다른 어학원과 차별화된 <파고다어학원>만의 정체성을 형성하는 공간이다. 건물에 설치한 경관 조명은 다양한 이미지를 연출하며 도시의 시선을 집중시켜 건물에 대한 인지성을 높이는 역할을 하게 되어, 주간에는 물론이고 야간에도 청계천변을 대표하는 경관 요소이자, 어학원의 새로운 이미지를 창출하는 랜드 마크로 자리하게 될 것이다.   글: 동우건축, 사진: 진효숙"
B-02240,부암동 주택,서울,서울 종로구 부암동 338-19,서울,종로구,부암동 338-19,주거지역,경관지구,단독주택,593.85,160.58,207.6,27.04,34.96,2,0,철근콘크리트조,,기타 판넬,"대지는 북쪽으로는 북한산과 동쪽으로는 인왕산 자락을 따라 내려오는 성곽과 남쪽으로는 인왕산을 바라다 볼 수 있는 풍광이 뛰어난 곳에 위치하고 있다. 계획은 철저하게 이 집터만이 향유 할 수 있는 주변의 것들을 차경으로 삼고자 했다. 개나리, 진달래, 벚꽃 등이 계절을 달리하며 흐드러지게 피고 지는 동쪽 성곽 밑 둔덕을 앞마당으로 삼고, 북쪽의 북한산 봉우리를 원경으로 삼아 자연이 그대로 집이고 집이 자연이었으면 하는 소망을 담았다. 1층과 2층은 빛과 바람으로 이어지고, 한낮의 양광이 만들어낼 밝음과 그림자가 어우러져 풍광을 만들어내는 공간을 만들고자 했다. 무엇보다 이곳에서 삶의 대부분을 살아오신 건축주의 장소에 대한 추억과 그 추억의 연장선상에서 이어져 나갈 삶에 대해 숙고하여 계획하였다.  배치계획: 대지 북쪽으로 주동 건물을 전진 배치시키고 동쪽 성곽과 평행한 진입 도로변으로 게스트하우스 매스를 나란하게 배치시켜‘ㄱ’자 매스가 형성되도록 하였다. 이는 서쪽에 높게 자리한 옹벽과 함께‘ㄷ’자의 둘러싼 남쪽 안마당을 갖도록 하고자 하는 의도였다. 주동과 게스트 하우스는 완전 분리된 매스로 형성하되, 진입 도로변에서의 프라이버시 확보를 위하여 1층 부분은 필로티로 개방함과 동시에‘ㄷ’자로 형성된 안마당이 갖게 될 폐쇄감을 상쇄시키는 효과를 의도하였다. 또한 1층 레이어와 2층 레이어 간의 빛과 바람의 소통을 위한 개구부를 계획하여 주택 전체가 늘 쾌적하게 대기의 흐름 속에 있도록 계획하였다.  평면계획: 주동 1층에 부모세대 공간 및 가족의 생활공간인 거실과 식당, 주방을 배치시키고, 2층에 가족실과 자녀방을 배치하였다. 거실은 북쪽의 북한산 조망, 남쪽의 안마당, 동쪽 성곽 밑의 차경, 3면에 걸친 조망 등 어느 것 하나 버릴 수 없는 고민 끝에 내린 결론이었다. 이 주택에 전반적으로 넓은 창문을 통해 보는 주변 경관의 조망은 계획 초기부터 건축주의 일관된 요구 조건이기도 했다. 2층 게스트 하우스는 별도의 외부 계단을 통해 외부에서 직접 진입이 가능하도록 하였다. 또한 별동의 의미 그대로 연결 브리지를 통해서 들어가도록 하였으나 매스적으로는 지붕 슬래브와 가벽으로 주동과 상호관입 되도록 하였다.  입면계획: 매스와 매스의 상호관입과 입면 레이어 간의 중첩 효과로 입면의 시각적 다양성을 의도하였고, 닫힘과 열림을 통하여 대기의 흐름이 끊기지 않는 주택이 되도록 계획하였다. 인왕산 자락과 맞닿은 주택으로서 천연 재료의 사용을 염두에 두고 계획이 진행되었으나 예산 문제에 부딪쳐 결국 일부 자재를 대체한 것이 못내 아쉽기는 하다. 원래 의도대로 석재의 질감과 황토의 질감을 끝까지 포기하지 않은 것이 그나마 위안이라면 위안이랄까.     글: 민규식, 사진: 이재성"
B-02361,아이에스에이(ISA) 빌딩,서울,서울 강남구 신사동  600,서울,강남구,신사동  600,준주거지역,개발진흥지구,근린생활시설,1129.9,677.35,4924.9,59.95,298.27,8,2,철근콘크리트조,,노출콘크리트,"대지  대로변에서 한 블록 들어와 있는 대지 주변은 주거와 상업건축물들이 섞여 있었다. 주거 위주에서 점차 상업화되어가는 가로의 시작점이 되는 모퉁이 대지이다. 이곳에 사옥으로 쓰일 업무공간과 건축주가 직접 운영할 상업공간이 프로그램으로 주어졌다.  계획  폭 10m의 북측 도로는 상업공간으로 최대한 동선 유인을 할 수 있도록 해야 했으며, 서측도로를 업무 시설의 주출입구로 계획했다. 1층을 필로티로 하여 주차장을 해결하고 지하공간을 상업적으로 최대한 이용하기 위하여 전면에선 큰(sunken을) 크게 두고 지하공간으로 동선 유입을 꾀했다. 부가가치가 가장 높은 1층을 희생한 만큼 그 이상의 가치를 지닌 지하공간을 만들어  야 했으므로, 2개의 레벨을 갖는 선 큰 데크(sunkendeck)와 투명한 유리 엘리베이터, 노출 콘크리트 벽면의 텍스추어 (texture와) 내부 오픈(open) 부위를 관통하는 철제 계단들이 지상보다 매력적인 지하공간을 만들기 위한 요소로 계획되었다. 외관상의 크기가 상업성의 바로미터가 되는 현실에서 가로폭에 의한 사선 제한이 매스를 결정하는 기준이 되고, 최대한의 용적률을 찾아가는 형태로 정리되어갔다.  상업건축  장사가 잘되어야 좋은 건축이다. 눈에 잘 띄어야 하고, 사람들이 쉽게 접근할 수 있어야 하며, 싸게 지어야 하고, 업종변경도 쉽게 할 수 있어야 한다. 손님이 많아 보이면 들어가고 싶어진다. 모든 동선과 내부 모습들을 가로에서 투명하게 보여 주고자 했다. 사람들이 들어오고, 나가고, 올라가고, 내려오고, 먹고, 마시고, 떠들고, 속삭이고….  그 사람들의 행위가 간판이다. 사람들을 유인하는 건 바로 사람들이다."
